16-1-2 00:30:39.3|Info|Bootstrap|Starting Sonarr - /NzbDrone/NzbDrone.exe - Version 2.0.0.3645
16-1-2 00:30:49.4|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (20, '2016-01-02T00:30:49', 'add_year_and_seasons_to_series')
16-1-2 00:30:49.4|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.4|Debug|MigrationLogger|20: add_year_and_seasons_to_series migrated
16-1-2 00:30:49.4|Debug|MigrationLogger|Took: 00:00:00.0163390
16-1-2 00:30:49.4|Info|MigrationLogger|*** 21: drop_seasons_table migrating ***
16-1-2 00:30:49.4|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.4|Info|drop_seasons_table|Starting migration to 21
16-1-2 00:30:49.4|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (21, '2016-01-02T00:30:49', 'drop_seasons_table')
16-1-2 00:30:49.4|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.4|Debug|MigrationLogger|21: drop_seasons_table migrated
16-1-2 00:30:49.4|Debug|MigrationLogger|Took: 00:00:00.0184340
16-1-2 00:30:49.4|Info|MigrationLogger|*** 22: move_indexer_to_generic_provider migrating ***
16-1-2 00:30:49.4|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.4|Info|move_indexer_to_generic_provider|Starting migration to 22
16-1-2 00:30:49.4|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (22, '2016-01-02T00:30:49', 'move_indexer_to_generic_provider')
16-1-2 00:30:49.4|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.4|Debug|MigrationLogger|22: move_indexer_to_generic_provider migrated
16-1-2 00:30:49.4|Debug|MigrationLogger|Took: 00:00:00.0126960
16-1-2 00:30:49.4|Info|MigrationLogger|*** 23: add_config_contract_to_indexers migrating ***
16-1-2 00:30:49.4|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.4|Info|add_config_contract_to_indexers|Starting migration to 23
16-1-2 00:30:49.4|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (23, '2016-01-02T00:30:49', 'add_config_contract_to_indexers')
16-1-2 00:30:49.4|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.4|Debug|MigrationLogger|23: add_config_contract_to_indexers migrated
16-1-2 00:30:49.4|Debug|MigrationLogger|Took: 00:00:00.0185240
16-1-2 00:30:49.4|Info|MigrationLogger|*** 24: drop_tvdb_episodeid migrating ***
16-1-2 00:30:49.4|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.5|Info|drop_tvdb_episodeid|Starting migration to 24
16-1-2 00:30:49.5|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (24, '2016-01-02T00:30:49', 'drop_tvdb_episodeid')
16-1-2 00:30:49.5|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.5|Debug|MigrationLogger|24: drop_tvdb_episodeid migrated
16-1-2 00:30:49.5|Debug|MigrationLogger|Took: 00:00:00.0227830
16-1-2 00:30:49.5|Info|MigrationLogger|*** 25: move_notification_to_generic_provider migrating ***
16-1-2 00:30:49.5|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.5|Info|move_notification_to_generic_provider|Starting migration to 25
16-1-2 00:30:49.5|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (25, '2016-01-02T00:30:49', 'move_notification_to_generic_provider')
16-1-2 00:30:49.5|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.5|Debug|MigrationLogger|25: move_notification_to_generic_provider migrated
16-1-2 00:30:49.5|Debug|MigrationLogger|Took: 00:00:00.0215120
16-1-2 00:30:49.5|Info|MigrationLogger|*** 26: add_config_contract_to_notifications migrating ***
16-1-2 00:30:49.5|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.6|Info|add_config_contract_to_notifications|Starting migration to 26
16-1-2 00:30:49.6|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (26, '2016-01-02T00:30:49', 'add_config_contract_to_notifications')
16-1-2 00:30:49.6|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.6|Debug|MigrationLogger|26: add_config_contract_to_notifications migrated
16-1-2 00:30:49.6|Debug|MigrationLogger|Took: 00:00:00.0215630
16-1-2 00:30:49.6|Info|MigrationLogger|*** 27: fix_omgwtfnzbs migrating ***
16-1-2 00:30:49.6|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.6|Info|fix_omgwtfnzbs|Starting migration to 27
16-1-2 00:30:49.6|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (27, '2016-01-02T00:30:49', 'fix_omgwtfnzbs')
16-1-2 00:30:49.6|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.6|Debug|MigrationLogger|27: fix_omgwtfnzbs migrated
16-1-2 00:30:49.6|Debug|MigrationLogger|Took: 00:00:00.0158420
16-1-2 00:30:49.6|Info|MigrationLogger|*** 28: add_blacklist_table migrating ***
16-1-2 00:30:49.6|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.6|Info|add_blacklist_table|Starting migration to 28
16-1-2 00:30:49.6|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (28, '2016-01-02T00:30:49', 'add_blacklist_table')
16-1-2 00:30:49.6|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.6|Debug|MigrationLogger|28: add_blacklist_table migrated
16-1-2 00:30:49.6|Debug|MigrationLogger|Took: 00:00:00.0176450
16-1-2 00:30:49.6|Info|MigrationLogger|*** 29: add_formats_to_naming_config migrating ***
16-1-2 00:30:49.6|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.6|Info|add_formats_to_naming_config|Starting migration to 29
16-1-2 00:30:49.6|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (29, '2016-01-02T00:30:49', 'add_formats_to_naming_config')
16-1-2 00:30:49.6|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.6|Debug|MigrationLogger|29: add_formats_to_naming_config migrated
16-1-2 00:30:49.6|Debug|MigrationLogger|Took: 00:00:00.0219920
16-1-2 00:30:49.6|Info|MigrationLogger|*** 30: add_season_folder_format_to_naming_config migrating ***
16-1-2 00:30:49.6|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.7|Info|add_season_folder_format_to_naming_config|Starting migration to 30
16-1-2 00:30:49.7|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (30, '2016-01-02T00:30:49', 'add_season_folder_format_to_naming_config')
16-1-2 00:30:49.7|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.7|Debug|MigrationLogger|30: add_season_folder_format_to_naming_config migrated
16-1-2 00:30:49.7|Debug|MigrationLogger|Took: 00:00:00.0205270
16-1-2 00:30:49.7|Info|MigrationLogger|*** 31: delete_old_naming_config_columns migrating ***
16-1-2 00:30:49.7|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.7|Info|delete_old_naming_config_columns|Starting migration to 31
16-1-2 00:30:49.7|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (31, '2016-01-02T00:30:49', 'delete_old_naming_config_columns')
16-1-2 00:30:49.7|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.7|Debug|MigrationLogger|31: delete_old_naming_config_columns migrated
16-1-2 00:30:49.7|Debug|MigrationLogger|Took: 00:00:00.0177110
16-1-2 00:30:49.7|Info|MigrationLogger|*** 32: set_default_release_group migrating ***
16-1-2 00:30:49.7|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.7|Info|set_default_release_group|Starting migration to 32
16-1-2 00:30:49.7|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (32, '2016-01-02T00:30:49', 'set_default_release_group')
16-1-2 00:30:49.7|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.7|Debug|MigrationLogger|32: set_default_release_group migrated
16-1-2 00:30:49.7|Debug|MigrationLogger|Took: 00:00:00.0183220
16-1-2 00:30:49.7|Info|MigrationLogger|*** 33: add_api_key_to_pushover migrating ***
16-1-2 00:30:49.7|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.7|Info|add_api_key_to_pushover|Starting migration to 33
16-1-2 00:30:49.7|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (33, '2016-01-02T00:30:49', 'add_api_key_to_pushover')
16-1-2 00:30:49.7|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.7|Debug|MigrationLogger|33: add_api_key_to_pushover migrated
16-1-2 00:30:49.8|Debug|MigrationLogger|Took: 00:00:00.0181340
16-1-2 00:30:49.8|Info|MigrationLogger|*** 34: remove_series_contraints migrating ***
16-1-2 00:30:49.8|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.8|Info|remove_series_contraints|Starting migration to 34
16-1-2 00:30:49.8|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (34, '2016-01-02T00:30:49', 'remove_series_contraints')
16-1-2 00:30:49.8|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.8|Debug|MigrationLogger|34: remove_series_contraints migrated
16-1-2 00:30:49.8|Debug|MigrationLogger|Took: 00:00:00.0255270
16-1-2 00:30:49.8|Info|MigrationLogger|*** 35: add_series_folder_format_to_naming_config migrating ***
16-1-2 00:30:49.8|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.8|Info|add_series_folder_format_to_naming_config|Starting migration to 35
16-1-2 00:30:49.8|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (35, '2016-01-02T00:30:49', 'add_series_folder_format_to_naming_config')
16-1-2 00:30:49.8|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.8|Debug|MigrationLogger|35: add_series_folder_format_to_naming_config migrated
16-1-2 00:30:49.8|Debug|MigrationLogger|Took: 00:00:00.0214110
16-1-2 00:30:49.8|Info|MigrationLogger|*** 36: update_with_quality_converters migrating ***
16-1-2 00:30:49.8|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.8|Info|update_with_quality_converters|Starting migration to 36
16-1-2 00:30:49.8|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (36, '2016-01-02T00:30:49', 'update_with_quality_converters')
16-1-2 00:30:49.8|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.8|Debug|MigrationLogger|36: update_with_quality_converters migrated
16-1-2 00:30:49.8|Debug|MigrationLogger|Took: 00:00:00.0193580
16-1-2 00:30:49.8|Info|MigrationLogger|*** 37: add_configurable_qualities migrating ***
16-1-2 00:30:49.8|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.9|Info|add_configurable_qualities|Starting migration to 37
16-1-2 00:30:49.9|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (37, '2016-01-02T00:30:49', 'add_configurable_qualities')
16-1-2 00:30:49.9|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.9|Debug|MigrationLogger|37: add_configurable_qualities migrated
16-1-2 00:30:49.9|Debug|MigrationLogger|Took: 00:00:00.0228760
16-1-2 00:30:49.9|Info|MigrationLogger|*** 38: add_on_upgrade_to_notifications migrating ***
16-1-2 00:30:49.9|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.9|Info|add_on_upgrade_to_notifications|Starting migration to 38
16-1-2 00:30:49.9|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (38, '2016-01-02T00:30:49', 'add_on_upgrade_to_notifications')
16-1-2 00:30:49.9|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.9|Debug|MigrationLogger|38: add_on_upgrade_to_notifications migrated
16-1-2 00:30:49.9|Debug|MigrationLogger|Took: 00:00:00.0145480
16-1-2 00:30:49.9|Info|MigrationLogger|*** 39: add_metadata_tables migrating ***
16-1-2 00:30:49.9|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.9|Info|add_metadata_tables|Starting migration to 39
16-1-2 00:30:49.9|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (39, '2016-01-02T00:30:49', 'add_metadata_tables')
16-1-2 00:30:49.9|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.9|Debug|MigrationLogger|39: add_metadata_tables migrated
16-1-2 00:30:49.9|Debug|MigrationLogger|Took: 00:00:00.0182820
16-1-2 00:30:49.9|Info|MigrationLogger|*** 40: add_metadata_to_episodes_and_series migrating ***
16-1-2 00:30:49.9|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:49.9|Info|add_metadata_to_episodes_and_series|Starting migration to 40
16-1-2 00:30:49.9|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (40, '2016-01-02T00:30:49', 'add_metadata_to_episodes_and_series')
16-1-2 00:30:49.9|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:49.9|Debug|MigrationLogger|40: add_metadata_to_episodes_and_series migrated
16-1-2 00:30:49.9|Debug|MigrationLogger|Took: 00:00:00.0166670
16-1-2 00:30:49.9|Info|MigrationLogger|*** 41: fix_xbmc_season_images_metadata migrating ***
16-1-2 00:30:49.9|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.0|Info|fix_xbmc_season_images_metadata|Starting migration to 41
16-1-2 00:30:50.0|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (41, '2016-01-02T00:30:50', 'fix_xbmc_season_images_metadata')
16-1-2 00:30:50.0|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.0|Debug|MigrationLogger|41: fix_xbmc_season_images_metadata migrated
16-1-2 00:30:50.0|Debug|MigrationLogger|Took: 00:00:00.0194940
16-1-2 00:30:50.0|Info|MigrationLogger|*** 42: add_download_clients_table migrating ***
16-1-2 00:30:50.0|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.0|Info|add_download_clients_table|Starting migration to 42
16-1-2 00:30:50.0|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (42, '2016-01-02T00:30:50', 'add_download_clients_table')
16-1-2 00:30:50.0|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.0|Debug|MigrationLogger|42: add_download_clients_table migrated
16-1-2 00:30:50.0|Debug|MigrationLogger|Took: 00:00:00.0215720
16-1-2 00:30:50.0|Info|MigrationLogger|*** 43: convert_config_to_download_clients migrating ***
16-1-2 00:30:50.0|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.0|Info|convert_config_to_download_clients|Starting migration to 43
16-1-2 00:30:50.0|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (43, '2016-01-02T00:30:50', 'convert_config_to_download_clients')
16-1-2 00:30:50.0|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.1|Debug|MigrationLogger|43: convert_config_to_download_clients migrated
16-1-2 00:30:50.1|Debug|MigrationLogger|Took: 00:00:00.0480510
16-1-2 00:30:50.1|Info|MigrationLogger|*** 44: fix_xbmc_episode_metadata migrating ***
16-1-2 00:30:50.1|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.1|Info|fix_xbmc_episode_metadata|Starting migration to 44
16-1-2 00:30:50.1|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (44, '2016-01-02T00:30:50', 'fix_xbmc_episode_metadata')
16-1-2 00:30:50.1|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.1|Debug|MigrationLogger|44: fix_xbmc_episode_metadata migrated
16-1-2 00:30:50.1|Debug|MigrationLogger|Took: 00:00:00.0137110
16-1-2 00:30:50.1|Info|MigrationLogger|*** 45: add_indexes migrating ***
16-1-2 00:30:50.1|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.1|Info|add_indexes|Starting migration to 45
16-1-2 00:30:50.1|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (45, '2016-01-02T00:30:50', 'add_indexes')
16-1-2 00:30:50.1|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.1|Debug|MigrationLogger|45: add_indexes migrated
16-1-2 00:30:50.1|Debug|MigrationLogger|Took: 00:00:00.0181660
16-1-2 00:30:50.1|Info|MigrationLogger|*** 46: fix_nzb_su_url migrating ***
16-1-2 00:30:50.1|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.1|Info|fix_nzb_su_url|Starting migration to 46
16-1-2 00:30:50.1|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (46, '2016-01-02T00:30:50', 'fix_nzb_su_url')
16-1-2 00:30:50.1|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.1|Debug|MigrationLogger|46: fix_nzb_su_url migrated
16-1-2 00:30:50.1|Debug|MigrationLogger|Took: 00:00:00.0124610
16-1-2 00:30:50.1|Info|MigrationLogger|*** 47: add_temporary_blacklist_columns migrating ***
16-1-2 00:30:50.1|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.1|Info|add_temporary_blacklist_columns|Starting migration to 47
16-1-2 00:30:50.1|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (47, '2016-01-02T00:30:50', 'add_temporary_blacklist_columns')
16-1-2 00:30:50.1|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.1|Debug|MigrationLogger|47: add_temporary_blacklist_columns migrated
16-1-2 00:30:50.1|Debug|MigrationLogger|Took: 00:00:00.0196580
16-1-2 00:30:50.1|Info|MigrationLogger|*** 48: add_title_to_scenemappings migrating ***
16-1-2 00:30:50.1|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.2|Info|add_title_to_scenemappings|Starting migration to 48
16-1-2 00:30:50.2|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (48, '2016-01-02T00:30:50', 'add_title_to_scenemappings')
16-1-2 00:30:50.2|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.2|Debug|MigrationLogger|48: add_title_to_scenemappings migrated
16-1-2 00:30:50.2|Debug|MigrationLogger|Took: 00:00:00.0210910
16-1-2 00:30:50.2|Info|MigrationLogger|*** 49: fix_dognzb_url migrating ***
16-1-2 00:30:50.2|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.2|Info|fix_dognzb_url|Starting migration to 49
16-1-2 00:30:50.2|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (49, '2016-01-02T00:30:50', 'fix_dognzb_url')
16-1-2 00:30:50.2|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.2|Debug|MigrationLogger|49: fix_dognzb_url migrated
16-1-2 00:30:50.2|Debug|MigrationLogger|Took: 00:00:00.0170560
16-1-2 00:30:50.2|Info|MigrationLogger|*** 50: add_hash_to_metadata_files migrating ***
16-1-2 00:30:50.2|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.2|Info|add_hash_to_metadata_files|Starting migration to 50
16-1-2 00:30:50.2|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (50, '2016-01-02T00:30:50', 'add_hash_to_metadata_files')
16-1-2 00:30:50.2|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.2|Debug|MigrationLogger|50: add_hash_to_metadata_files migrated
16-1-2 00:30:50.2|Debug|MigrationLogger|Took: 00:00:00.0226230
16-1-2 00:30:50.2|Info|MigrationLogger|*** 51: download_client_import migrating ***
16-1-2 00:30:50.2|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.2|Info|download_client_import|Starting migration to 51
16-1-2 00:30:50.2|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (51, '2016-01-02T00:30:50', 'download_client_import')
16-1-2 00:30:50.2|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.2|Debug|MigrationLogger|51: download_client_import migrated
16-1-2 00:30:50.3|Debug|MigrationLogger|Took: 00:00:00.0152030
16-1-2 00:30:50.3|Info|MigrationLogger|*** 52: add_columns_for_anime migrating ***
16-1-2 00:30:50.3|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.3|Info|add_columns_for_anime|Starting migration to 52
16-1-2 00:30:50.3|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (52, '2016-01-02T00:30:50', 'add_columns_for_anime')
16-1-2 00:30:50.3|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.3|Debug|MigrationLogger|52: add_columns_for_anime migrated
16-1-2 00:30:50.3|Debug|MigrationLogger|Took: 00:00:00.0198960
16-1-2 00:30:50.3|Info|MigrationLogger|*** 53: add_series_sorttitle migrating ***
16-1-2 00:30:50.3|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.3|Info|add_series_sorttitle|Starting migration to 53
16-1-2 00:30:50.3|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (53, '2016-01-02T00:30:50', 'add_series_sorttitle')
16-1-2 00:30:50.3|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.3|Debug|MigrationLogger|53: add_series_sorttitle migrated
16-1-2 00:30:50.3|Debug|MigrationLogger|Took: 00:00:00.0263460
16-1-2 00:30:50.3|Info|MigrationLogger|*** 54: rename_profiles migrating ***
16-1-2 00:30:50.3|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.3|Info|rename_profiles|Starting migration to 54
16-1-2 00:30:50.3|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (54, '2016-01-02T00:30:50', 'rename_profiles')
16-1-2 00:30:50.3|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.3|Debug|MigrationLogger|54: rename_profiles migrated
16-1-2 00:30:50.3|Debug|MigrationLogger|Took: 00:00:00.0154000
16-1-2 00:30:50.3|Info|MigrationLogger|*** 55: drop_old_profile_columns migrating ***
16-1-2 00:30:50.3|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.4|Info|drop_old_profile_columns|Starting migration to 55
16-1-2 00:30:50.4|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (55, '2016-01-02T00:30:50', 'drop_old_profile_columns')
16-1-2 00:30:50.4|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.4|Debug|MigrationLogger|55: drop_old_profile_columns migrated
16-1-2 00:30:50.4|Debug|MigrationLogger|Took: 00:00:00.0196530
16-1-2 00:30:50.4|Info|MigrationLogger|*** 56: add_mediainfo_to_episodefile migrating ***
16-1-2 00:30:50.4|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.4|Info|add_mediainfo_to_episodefile|Starting migration to 56
16-1-2 00:30:50.4|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (56, '2016-01-02T00:30:50', 'add_mediainfo_to_episodefile')
16-1-2 00:30:50.4|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.4|Debug|MigrationLogger|56: add_mediainfo_to_episodefile migrated
16-1-2 00:30:50.4|Debug|MigrationLogger|Took: 00:00:00.0218030
16-1-2 00:30:50.4|Info|MigrationLogger|*** 57: convert_episode_file_path_to_relative migrating ***
16-1-2 00:30:50.4|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.4|Info|convert_episode_file_path_to_relative|Starting migration to 57
16-1-2 00:30:50.4|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (57, '2016-01-02T00:30:50', 'convert_episode_file_path_to_relative')
16-1-2 00:30:50.4|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.4|Debug|MigrationLogger|57: convert_episode_file_path_to_relative migrated
16-1-2 00:30:50.4|Debug|MigrationLogger|Took: 00:00:00.0159320
16-1-2 00:30:50.4|Info|MigrationLogger|*** 58: drop_episode_file_path migrating ***
16-1-2 00:30:50.4|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.5|Info|drop_episode_file_path|Starting migration to 58
16-1-2 00:30:50.5|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (58, '2016-01-02T00:30:50', 'drop_episode_file_path')
16-1-2 00:30:50.5|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.5|Debug|MigrationLogger|58: drop_episode_file_path migrated
16-1-2 00:30:50.5|Debug|MigrationLogger|Took: 00:00:00.0519220
16-1-2 00:30:50.6|Info|MigrationLogger|*** 59: add_enable_options_to_indexers migrating ***
16-1-2 00:30:50.6|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.6|Info|add_enable_options_to_indexers|Starting migration to 59
16-1-2 00:30:50.6|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (59, '2016-01-02T00:30:50', 'add_enable_options_to_indexers')
16-1-2 00:30:50.6|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.6|Debug|MigrationLogger|59: add_enable_options_to_indexers migrated
16-1-2 00:30:50.6|Debug|MigrationLogger|Took: 00:00:00.0360540
16-1-2 00:30:50.6|Info|MigrationLogger|*** 60: remove_enable_from_indexers migrating ***
16-1-2 00:30:50.6|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.7|Info|remove_enable_from_indexers|Starting migration to 60
16-1-2 00:30:50.7|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (60, '2016-01-02T00:30:50', 'remove_enable_from_indexers')
16-1-2 00:30:50.7|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.7|Debug|MigrationLogger|60: remove_enable_from_indexers migrated
16-1-2 00:30:50.7|Debug|MigrationLogger|Took: 00:00:00.0518650
16-1-2 00:30:50.7|Info|MigrationLogger|*** 61: clear_bad_scene_names migrating ***
16-1-2 00:30:50.7|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.7|Info|clear_bad_scene_names|Starting migration to 61
16-1-2 00:30:50.7|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (61, '2016-01-02T00:30:50', 'clear_bad_scene_names')
16-1-2 00:30:50.7|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:50.7|Debug|MigrationLogger|61: clear_bad_scene_names migrated
16-1-2 00:30:50.7|Debug|MigrationLogger|Took: 00:00:00.0169240
16-1-2 00:30:50.7|Info|MigrationLogger|*** 62: convert_quality_models migrating ***
16-1-2 00:30:50.7|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:50.7|Info|convert_quality_models|Starting migration to 62
